instruction,input,output
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (50096ms, torso-hip: 35, ankle: 53, heel: 43)
Torso Forward: FALSE
Knees Forward: TRUE (50096ms, torso-hip: 35, ankle: 53, heel: 43)
Elbow Flaring: FALSE
Depth: 46
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 50096ms: 43mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 53 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 46 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (23193ms, torso-hip: 28, ankle: 39, heel: 47)
Torso Forward: FALSE
Knees Forward: TRUE (23193ms, torso-hip: 28, ankle: 39, heel: 47)
Elbow Flaring: FALSE
Depth: 60
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 23193ms: 47mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 39 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 60 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (49858ms, torso-hip: 25, ankle: 35, heel: 32)
Torso Forward: FALSE
Knees Forward: TRUE (49858ms, torso-hip: 25, ankle: 35, heel: 32)
Elbow Flaring: FALSE
Depth: 64
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 49858ms: 32mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 35 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 64 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (38792ms, torso-hip: 35, ankle: 60, heel: 41)
Torso Forward: FALSE
Knees Forward: TRUE (38792ms, torso-hip: 35, ankle: 60, heel: 41)
Elbow Flaring: FALSE
Depth: 48
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 38792ms: 41mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 60 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 48 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (23592ms, torso-hip: 29, ankle: 41, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (23592ms, torso-hip: 29, ankle: 41, heel: 33)
Elbow Flaring: FALSE
Depth: 64
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 23592ms: 33mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 41 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 64 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (49961ms, torso-hip: 25, ankle: 48, heel: 41)
Torso Forward: FALSE
Knees Forward: TRUE (49961ms, torso-hip: 25, ankle: 48, heel: 41)
Elbow Flaring: FALSE
Depth: 70
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 49961ms: 41mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 48 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 70 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (56218ms, torso-hip: 33, ankle: 47, heel: 44)
Torso Forward: FALSE
Knees Forward: TRUE (56218ms, torso-hip: 33, ankle: 47, heel: 44)
Elbow Flaring: FALSE
Depth: 60
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 56218ms: 44mm (threshold 30mm). Torso-hip: 33 degrees, ankle: 47 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 60 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (26613ms, torso-hip: 31, ankle: 43, heel: 35)
Torso Forward: FALSE
Knees Forward: TRUE (26613ms, torso-hip: 31, ankle: 43, heel: 35)
Elbow Flaring: FALSE
Depth: 67
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 26613ms: 35mm (threshold 30mm). Torso-hip: 31 degrees, ankle: 43 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 67 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (49072ms, torso-hip: 31, ankle: 48, heel: 35)
Torso Forward: FALSE
Knees Forward: TRUE (49072ms, torso-hip: 31, ankle: 48, heel: 35)
Elbow Flaring: FALSE
Depth: 61
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 49072ms: 35mm (threshold 30mm). Torso-hip: 31 degrees, ankle: 48 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 61 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (26077ms, torso-hip: 35, ankle: 60, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (26077ms, torso-hip: 35, ankle: 60, heel: 33)
Elbow Flaring: FALSE
Depth: 51
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 26077ms: 33mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 60 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 51 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (10971ms, torso-hip: 30, ankle: 57, heel: 43)
Torso Forward: FALSE
Knees Forward: TRUE (10971ms, torso-hip: 30, ankle: 57, heel: 43)
Elbow Flaring: FALSE
Depth: 65
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 10971ms: 43mm (threshold 30mm). Torso-hip: 30 degrees, ankle: 57 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 65 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: TRUE (11825ms, torso-hip: 29, ankle: 43, heel: 32)
Torso Forward: FALSE
Knees Forward: TRUE (11825ms, torso-hip: 29, ankle: 43, heel: 32)
Elbow Flaring: FALSE
Depth: 68
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 11825ms: 32mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 43 degrees. Longer legs create longer lever arm, causing weight to shift forward and heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 68 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. For longer legs: wider stance, elevate heels, sit back more, practice box squats, improve ankle mobility. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
